state,district,year,quarter,transaction_count,transaction_amount,log_transaction_amount
Andhra Pradesh,kurnool district,2022,3,39557913,88415335176.31995,25.205311266401548
Andhra Pradesh,chittoor district,2022,3,65751781,133053581631.6395,25.614017753456412
Andhra Pradesh,guntur district,2022,3,65612317,141588522953.23773,25.676190962338026
Andhra Pradesh,krishna district,2022,3,71051144,153770559025.69125,25.758727451940455
Andhra Pradesh,east godavari district,2022,4,68016055,136531110139.86256,25.63981833872305
Andhra Pradesh,srikakulam district,2022,4,23693779,47726411107.88628,24.58875077362004
Andhra Pradesh,spsr nellore district,2022,4,42582064,92085916180.6851,25.245987849748772
Andhra Pradesh,vizianagaram district,2022,4,22205190,44467386404.34758,24.518021867656138
Andhra Pradesh,visakhapatnam district,2022,4,103790055,185306149744.73108,25.94527515773737
Andhra Pradesh,prakasam district,2022,4,37211077,88105031866.36835,25.201795483664654
Andhra Pradesh,anantapur district,2022,4,48299601,101533878537.23433,25.34365835843835
Andhra Pradesh,ysr district,2022,4,35201596,87360426792.81667,25.193308234391427
Andhra Pradesh,west godavari district,2022,4,47919930,105335724990.59325,25.380418467223837
Andhra Pradesh,kurnool district,2022,4,43524766,94667441029.08345,25.2736359663013
Andhra Pradesh,chittoor district,2022,4,70322534,136840859888.18155,25.642084480938305
Andhra Pradesh,guntur district,2022,4,70723763,146938735166.52365,25.71328156928554
Andhra Pradesh,krishna district,2022,4,76526667,157826011193.35443,25.784759068240273
Andhra Pradesh,east godavari district,2023,1,115196449,223454724672.0,26.132474656309093
Andhra Pradesh,srikakulam district,2023,1,42209999,86486032409.0,25.18324876281685
Andhra Pradesh,spsr nellore district,2023,1,71318689,143967164643.0,25.69285108721559
Andhra Pradesh,vizianagaram district,2023,1,38838861,76472384525.0,25.060195526019324
Andhra Pradesh,visakhapatnam district,2023,1,164358781,277211090180.0,26.34804511132983
Andhra Pradesh,prakasam district,2023,1,63671149,141672839638.0,25.676786290175755
Andhra Pradesh,anantapur district,2023,1,82127373,162287796625.0,25.812637118412056
Andhra Pradesh,ysr district,2023,1,59768512,140117633668.0,25.665748147244145
Andhra Pradesh,west godavari district,2023,1,79094558,165941144654.0,25.834899012164062
Andhra Pradesh,kurnool district,2023,1,72405172,149100361797.0,25.727885485260103
Andhra Pradesh,chittoor district,2023,1,120192355,218037027226.0,26.107930734977817
Andhra Pradesh,guntur district,2023,1,114246185,226244225817.0,26.144880897954366
Andhra Pradesh,krishna district,2023,1,122104381,238058890676.0,26.19578391982903
Andhra Pradesh,east godavari district,2023,2,131243375,245134717109.0,26.22507376212546
Andhra Pradesh,srikakulam district,2023,2,47633204,93082175904.0,25.256748551826224
Andhra Pradesh,spsr nellore district,2023,2,82056071,165181391414.0,25.83031004892227
Andhra Pradesh,vizianagaram district,2023,2,43625851,82671020353.0,25.13813495862908
Andhra Pradesh,visakhapatnam district,2023,2,184918179,303874597259.0,26.439880944234226
Andhra Pradesh,prakasam district,2023,2,73598725,158428689659.0,25.78857042151711
Andhra Pradesh,anantapur district,2023,2,91695174,180050369328.0,25.916502478297176
Andhra Pradesh,ysr district,2023,2,66809788,156231915019.0,25.774607374992083
Andhra Pradesh,west godavari district,2023,2,92533269,187699526244.0,25.958108256534622
Andhra Pradesh,kurnool district,2023,2,81475907,166991990104.0,25.84121168476977
Andhra Pradesh,chittoor district,2023,2,136283483,245550525910.0,26.226768571196832
Andhra Pradesh,guntur district,2023,2,132035450,254140764680.0,26.261154142114943
Andhra Pradesh,krishna district,2023,2,141748488,267001403933.0,26.31051975351261
Andhra Pradesh,east godavari district,2023,3,148701666,260414286361.0,26.28553960891722
Andhra Pradesh,srikakulam district,2023,3,51382393,91818203167.0,25.24307640650609
Andhra Pradesh,spsr nellore district,2023,3,93875073,176593750929.0,25.89711773904285
Andhra Pradesh,vizianagaram district,2023,3,47856766,83289704541.0,25.14559078354675
Andhra Pradesh,visakhapatnam district,2023,3,209884966,328927220951.0,26.519102350328744
Andhra Pradesh,prakasam district,2023,3,84447202,171207298619.0,25.8661409318715
Andhra Pradesh,anantapur district,2023,3,104539628,192477441164.0,25.983244795053864
Andhra Pradesh,ysr district,2023,3,76091693,168218516193.0,25.84852966281405
Andhra Pradesh,west godavari district,2023,3,102962058,191891823401.0,25.980197630412373
Andhra Pradesh,kurnool district,2023,3,92890445,172979053545.0,25.8764363463449
Andhra Pradesh,chittoor district,2023,3,152863845,265404757144.0,26.304521883118692
Andhra Pradesh,guntur district,2023,3,150246761,270651818044.0,26.32409902749549
Andhra Pradesh,krishna district,2023,3,159421907,279540224039.0,26.35641203346239
Andhra Pradesh,east godavari district,2023,4,162793144,282329255747.0,26.36633980037506
Andhra Pradesh,srikakulam district,2023,4,56291337,97021746702.0,25.298200983136773
Andhra Pradesh,spsr nellore district,2023,4,97721962,179306028468.0,25.91235983923991
Andhra Pradesh,vizianagaram district,2023,4,53248760,90289502507.0,25.226287039315963
Andhra Pradesh,visakhapatnam district,2023,4,223584765,344512874812.0,26.56539729916333
Andhra Pradesh,prakasam district,2023,4,89721677,174929737360.0,25.887650229452614
Andhra Pradesh,anantapur district,2023,4,113698752,203367177888.0,26.03827894022905
Andhra Pradesh,ysr district,2023,4,83729195,176644897379.0,25.89740732485461
Andhra Pradesh,west godavari district,2023,4,114825704,209237892746.0,26.066737684412637
Andhra Pradesh,kurnool district,2023,4,103816175,190597527675.0,25.97342985681271
Andhra Pradesh,chittoor district,2023,4,163521593,274132458092.0,26.33687725021997
Andhra Pradesh,guntur district,2023,4,160724947,281806839570.0,26.36448770712781
Andhra Pradesh,krishna district,2023,4,173309415,298339038877.0,26.42149639110101
Andhra Pradesh,east godavari district,2024,1,179489444,306324309402.0,26.44791021232088
Andhra Pradesh,srikakulam district,2024,1,66267698,118669200655.0,25.499605632745038
Andhra Pradesh,spsr nellore district,2024,1,108549115,190803645040.0,25.974510699766586
Andhra Pradesh,vizianagaram district,2024,1,61170983,105672797741.0,25.383613343267278
Andhra Pradesh,visakhapatnam district,2024,1,238418938,363341573689.0,26.61860920312504
Andhra Pradesh,prakasam district,2024,1,99550457,187480623851.0,25.956941337560988
Andhra Pradesh,anantapur district,2024,1,125240418,212681689201.0,26.08306246800916
Andhra Pradesh,ysr district,2024,1,94211451,190227479302.0,25.971486452452776
Andhra Pradesh,west godavari district,2024,1,127602250,228733104931.0,26.155821680153625
Andhra Pradesh,kurnool district,2024,1,115036343,204805909023.0,26.045328582351782
Andhra Pradesh,chittoor district,2024,1,179903083,289620567340.0,26.39183751476008
Andhra Pradesh,guntur district,2024,1,173636233,297371276946.0,26.418247285766906
Andhra Pradesh,krishna district,2024,1,186352072,316993492628.0,26.482147082628764
Andhra Pradesh,east godavari district,2024,2,197431466,319787453310.0,26.49092240365293
Andhra Pradesh,srikakulam district,2024,2,70555405,119668161926.0,25.507988431900216
Andhra Pradesh,spsr nellore district,2024,2,121146667,208460354672.0,26.06301471465209
Andhra Pradesh,vizianagaram district,2024,2,64618416,106767080307.0,25.393915479141295
Andhra Pradesh,visakhapatnam district,2024,2,260339876,378402015204.0,26.65922299970456
Andhra Pradesh,prakasam district,2024,2,112437837,202731369689.0,26.035147637631184
Andhra Pradesh,anantapur district,2024,2,136536485,225723880453.0,26.142578321349163
Andhra Pradesh,ysr district,2024,2,103280919,200094107316.0,26.022053629411822
Andhra Pradesh,west godavari district,2024,2,143617131,249493284812.0,26.242697837198627
Andhra Pradesh,kurnool district,2024,2,127978397,213990808953.0,26.08919890223285
Andhra Pradesh,chittoor district,2024,2,194201427,307619765473.0,26.452130329581124
Andhra Pradesh,guntur district,2024,2,191134818,314056718623.0,26.472839439103076
Andhra Pradesh,krishna district,2024,2,206843456,335127419350.0,26.53777665272601
Andhra Pradesh,east godavari district,2024,3,85529302,134055222841.0,25.6215176627642
Andhra Pradesh,srikakulam district,2024,3,62184993,97813235035.0,25.306325732397696
Andhra Pradesh,visakhapatnam district,2024,3,213106280,290036726818.0,26.393273396111677
Andhra Pradesh,sri potti sriramulu nellore district,2024,3,106917876,175836307089.0,25.8928193258457
Andhra Pradesh,kurnool district,2024,3,76743327,116585260974.0,25.48188869614038
Andhra Pradesh,guntur district,2024,3,127566851,190039358188.0,25.970497036017797
Andhra Pradesh,krishna district,2024,3,53171206,79983950321.0,25.105091830518212
Andhra Pradesh,annamayya district,2024,3,62848984,112657755790.0,25.447620350021065
Andhra Pradesh,ananthapuramu district,2024,3,91820629,142914453423.0,25.685512060392472
Andhra Pradesh,vizianagaram district,2024,3,62554001,95045716716.0,25.277623841393602
Andhra Pradesh,tirupati district,2024,3,149968579,211447552571.0,26.077242826298043
Andhra Pradesh,alluri sitharama raju district,2024,3,13047314,17711034657.0,23.597453709281957
Andhra Pradesh,nandyal district,2024,3,58218141,94767854409.0,25.274696100201773
Andhra Pradesh,sri sathyasai district,2024,3,54635514,85171801342.0,25.16793624584639
Andhra Pradesh,palnadu district,2024,3,63733956,103932427004.0,25.367006784578518
Andhra Pradesh,prakasam district,2024,3,85310768,143771093092.0,25.691488240419407
Andhra Pradesh,parvathipuram manyam district,2024,3,16244017,26358426448.0,23.995053850147936
Andhra Pradesh,dr br ambedkar konaseema district,2024,3,51948055,82595773585.0,25.137224348924548
Andhra Pradesh,bapatla district,2024,3,46247509,74276374977.0,25.031058770112967
Andhra Pradesh,ntr district,2024,3,152140699,224873105608.0,26.13880210498596
Andhra Pradesh,kakinada district,2024,3,95570509,138371672925.0,25.653209183790942
Andhra Pradesh,anakapalli district,2024,3,62265420,94198852698.0,25.268673839038424
Andhra Pradesh,ysr district,2024,3,81092780,147753373999.0,25.71881032884329
Andhra Pradesh,west godavari district,2024,3,71827279,115940451584.0,25.4763425478392
Andhra Pradesh,eluru district,2024,3,81354859,126434474521.0,25.562990022943495
Andhra Pradesh,chittoor district,2024,3,65322514,104073350874.0,25.36836178435783
Andhra Pradesh,east godavari district,2024,4,96791979,147921011637.0,25.71994426309059
Andhra Pradesh,srikakulam district,2024,4,68020232,104655474413.0,25.373939596118564
Andhra Pradesh,visakhapatnam district,2024,4,229565019,302371361659.0,26.434921773261838
Andhra Pradesh,sri potti sriramulu nellore district,2024,4,114316424,182545036925.0,25.930262757201067
Andhra Pradesh,kurnool district,2024,4,84094067,125400553798.0,25.554778881395446
Andhra Pradesh,guntur district,2024,4,139286726,201755300053.0,26.030321414155374
Andhra Pradesh,krishna district,2024,4,59157277,87816112495.0,25.198510834372787
Andhra Pradesh,annamayya district,2024,4,67565763,115547782003.0,25.472949978363577
Andhra Pradesh,ananthapuramu district,2024,4,100670947,151922187881.0,25.746634304887024
Andhra Pradesh,vizianagaram district,2024,4,68941987,103240952250.0,25.360331435417596
Andhra Pradesh,tirupati district,2024,4,159672169,217180680249.0,26.103995471924755
Andhra Pradesh,alluri sitharama raju district,2024,4,16328675,22054853299.0,23.816798518928255
Andhra Pradesh,nandyal district,2024,4,65846099,107236824037.0,25.398305534414973
Andhra Pradesh,sri sathyasai district,2024,4,59833855,91086871790.0,25.23507952315493
Andhra Pradesh,palnadu district,2024,4,68725562,111366598419.0,25.43609328483029
Andhra Pradesh,prakasam district,2024,4,90937455,149042387778.0,25.72749658417287
Andhra Pradesh,parvathipuram manyam district,2024,4,17808047,29400489754.0,24.10427716948563
Andhra Pradesh,dr br ambedkar konaseema district,2024,4,59479299,92702253484.0,25.2526586186618
Andhra Pradesh,bapatla district,2024,4,50922968,79581355819.0,25.100045678995336
Andhra Pradesh,ntr district,2024,4,171465537,247316521377.0,26.233934816270192
Andhra Pradesh,kakinada district,2024,4,106856932,150518386058.0,25.737351080178605
Andhra Pradesh,anakapalli district,2024,4,68465689,101420705724.0,25.342543105729224
Andhra Pradesh,ysr district,2024,4,87733584,154462449389.0,25.763216857724323
Andhra Pradesh,west godavari district,2024,4,80979438,126425425232.0,25.562918447426675
Andhra Pradesh,eluru district,2024,4,92216645,140703076456.0,25.669917666193736
Andhra Pradesh,chittoor district,2024,4,70763169,108340916987.0,25.4085487311241
Arunachal Pradesh,lower dibang valley district,2018,1,1356,1076236.814073793,13.888982012080458
Arunachal Pradesh,lower subansiri district,2018,1,1477,3650727.893614269,15.110437402502528
Arunachal Pradesh,longding district,2018,1,2321,4361531.578447229,15.288334062378638
Arunachal Pradesh,west siang district,2018,1,1887,4796675.565399804,15.383433853862485
Arunachal Pradesh,kamle district,2018,1,14,7971.330494807651,8.983732137423653
Arunachal Pradesh,upper siang district,2018,1,126,186610.66988095018,12.136785104994795
Arunachal Pradesh,tirap district,2018,1,945,1064265.0002443574,13.877795917868536
Arunachal Pradesh,papum pare district,2018,1,14224,32555848.462331478,17.298467617457558
Arunachal Pradesh,kurung kumey district,2018,1,84,99416.58027150274,11.507084240904508
Arunachal Pradesh,siang district,2018,1,252,339471.80434222345,12.735149117742038
Arunachal Pradesh,lower siang district,2018,1,1292,2337960.7148240386,14.664790045697886
Arunachal Pradesh,kra daadi district,2018,1,207,495375.1454853307,13.113072642850055
Arunachal Pradesh,changlang district,2018,1,3195,5380749.415278763,15.498338404805025
Arunachal Pradesh,pakke kessang district,2018,1,9,9131.404205737199,9.119584269234428
Arunachal Pradesh,dibang valley district,2018,1,2,169.88856537681642,5.14101167961402
Arunachal Pradesh,west kameng district,2018,1,5787,9540632.547015157,16.071070450759827
Arunachal Pradesh,east siang district,2018,1,3286,5533620.186295529,15.526352984925259
Arunachal Pradesh,upper subansiri district,2018,1,735,1358367.5018580484,14.121794906592266
Arunachal Pradesh,east kameng district,2018,1,529,473824.76595106337,13.068594950720527
Arunachal Pradesh,lohit district,2018,1,3747,11496949.54576835,16.257592388236528
Arunachal Pradesh,lepa rada district,2018,1,288,403149.46702687367,12.90706513855693
Arunachal Pradesh,tawang district,2018,1,2334,5055665.022950603,15.436020157039762
Arunachal Pradesh,namsai district,2018,1,1400,2162984.705083958,14.587000096075613
Arunachal Pradesh,lower dibang valley district,2018,2,1827,2561237.506207262,14.756001490953587
Arunachal Pradesh,lower subansiri district,2018,2,1666,4113742.04406352,15.229843888339083
Arunachal Pradesh,longding district,2018,2,4634,10271170.165521314,16.144851612941544
Arunachal Pradesh,west siang district,2018,2,2579,7610989.567485569,15.845103887922203
Arunachal Pradesh,kamle district,2018,2,12,23654.058373191845,10.071332255751566
Arunachal Pradesh,upper siang district,2018,2,240,494895.09277159756,13.112103105923154
